nama,rating,tanggal,ulasan,nama_hotel,kota
Ifan,"10,0",18 May 2022,"Pelayanan yang memuaskan, hotel sangat bersih...untuk makanan saya rasa cukup hanya perlu variasi saja.
Akan kembali kesini lagi",infinity8 bali,Bali
Anniena,"9,2",03 May 2022,"Staf,semua ok, nginep dikila 4hari, cuma  sarapan tidak bervariasi,  untuk ukuran bintang4 breakfast sangat mengecewakan,semoga kedepannya lebih baik, kita sekelurga jika kebali akan menginap kembali",infinity8 bali,Bali
dewi,"9,6",17 Apr 2022,"Bersih, kolam renang rooftop bagus, breakfast banyak varian dan rasanya very nice... will be back.. pertahankan ya Kila...",infinity8 bali,Bali
Erik,"8,0",20 Mar 2022,OK,infinity8 bali,Bali
hadi,"8,8",18 Mar 2022,"cukup memuaskan untuk kamar dan kebersihannya sebanding dengan harga, untuk breakfastnya perlu diperbanyak variasinya",infinity8 bali,Bali
uus,"6,0",21 Jan 2022,"tempat main anak tidak ada informasi untuk yg membawa anak kecil
Kamar Mandi  Tidak ada penyimpananan Gantungan Baju dan Jemuran Handuk atau pakaian basah.",infinity8 bali,Bali
ANDRY,"9,6",11 Jan 2022,Hotel istimewa yang masih baru dari ribuan pilihan di bali,infinity8 bali,Bali
amin,"9,6",05 Jan 2022,Pelayanan ok .kebersihan ok .breakfast ok.,infinity8 bali,Bali
Dandan,"9,6",04 Jul 2022,"location is good easy to go anywhere in nusa dua and uluwatu and gym plus rooftop pool is chill. But in the morning you can hear everrything in the hall like people walking talking cleaning cant sleep too well in the morning tbh, beside that nothing to complain.",infinity8 bali,Bali
Kristoforus,"10,0",11 Jun 2022,"Infinity8 provides many facilities for guest, nice roof top bar, restaurant and roof pool with excelent views. Located near to airport and south beautiful beaches. Recommended for all kind of travelers",infinity8 bali,Bali
Krishna,"10,0",18 May 2022,"Great hotel at very good location, staff is very friendly and rooms are very clean . Breakfast is very good and infinity pool is very cool .Everything is perfect and we loved our stay",infinity8 bali,Bali
Ma.,"10,0",03 May 2022,"The staff are nice, the foods are so good and location is very near to convenience store and mall. And the free ride to the resort is a bonus.",infinity8 bali,Bali
Jonathan,"10,0",17 Apr 2022,"It's a no-nonsense hotel, everything was clean. location wise it is close to the city and amenities. Affordable and worth the money.",infinity8 bali,Bali
Hana,"10,0",20 Mar 2022,the front desk staff was super! we ask late check out until 1 pm due my daughter still slept and they allowed us to stay in room till 1pm. the cleanliness of the room was excellent!!,infinity8 bali,Bali
Devindra,"10,0",18 Mar 2022,"Great hotel to stay, love that the pool has two sections, one for kids and the other for adults. Pool was great located at rooftop with nice view. The rooftop garden is good for relaxing. Room was clean, simple and bed was comfy. breakfast was wonderful as well. Our purpose of staying mainly for swimming and we love that we were the only one there as the hotel is definitely struggling in occupancy due to Covid19.
I totally will come back there.",infinity8 bali,Bali
Eva,"10,0",21 Jan 2022,"Great service! We were assigned a room that was connected to another room with a door, and unfortunately the guests on the other side had a baby that cried non stop. The staff didn’t hesitate and moved us to another room. Good location and overall very pleased with our stay. The rooftop pool looks recently renovated which is nice. There were few sunbeds though.",infinity8 bali,Bali
Olivia,"10,0",11 Jan 2022,"Infinity 8 hotel keren banget..kamar nya bersih, kolam renang nya juga oke, breakfast nya enak..mantap lah..bakal rekomendasi ke temen2..",infinity8 bali,Bali
Aviscenna,"10,0",05 Jan 2022,"Infinity8 is the most luxurious hotel that I've been staying at so far in Bali. I enjoyed my staying there, and the free access to the gym facilities was a plus for  me since I enjoy going to a gym. I definitely would like to stay again at this hotel.",infinity8 bali,Bali
Alain,"10,0",03 Jan 2022,"We book for 1 night in superior room with breakfast.at the moment they upgrade to deluxe room. Everything good, room and toilet was clean, staff quick respon and helfull.goods breakfast a lot of choise  .Swimming pool nice.and we are happy to stay there. After we exten for 1 more night... and we shall come back and stay again in infinity8 hotel.really high recomend 😍",infinity8 bali,Bali
Khoa,"10,0",02 Jan 2022,I'd stayed and was comfortable here. The employee and facilities are convinced.,infinity8 bali,Bali
Heather,"10,0",24 Dec 2021,"Perfect to stay, amazing clean, bright, room. service on point, cant fault the place... Will definitely come again.",infinity8 bali,Bali
Yunus,"10,0",19 Mar 2020,"the only cons are the breakfast is not buffet but ala carte.

their fo, other staff and f&b staff is great! really helpfull, i am enjoying spent my 3 nights here. the room is spacious for deluxe since i paid for agoda offers to upgrade my room.",infinity8 bali,Bali
stefani,"9,6",16 Feb 2020,"Great value for money, no sunlight in the room(the window view is the inside of the hotel) but very comfortable. I found toothpaste mark on the bed sheet upon arrival. So make sure they change your bed sheet. Because i spend most time outside its worth the money.",infinity8 bali,Bali
Stevy,"10,0",11 Nov 2019,Nice place..clean..have a good sleep there..,infinity8 bali,Bali
Darlene,"9,6",29 Sep 2019,"We booked a deluxe room for a more satisfying experience, and it did not disappoint. The only drawback is that the rooms aren't very soundproof, but otherwise, our stay was fantastic. We enjoy the breakfast buffet and the comfort of the room.",infinity8 bali,Bali
Antonio,"10,0",10 Sep 2019,"Very professional and kind staff, shuttle free for Nusa Dua and jimbaran ,swimming pool clean and breakfast variously and tasty , we booked for 5 days first time and rebooked for another 3 days . Is a real 4 star",infinity8 bali,Bali
Paul,"9,6",24 Aug 2019,"It was a joy to stay at Infinity8, it  was very clean and efficiently run. The staff were very courteous, and nothing was too much trouble -a higher standard than many similar hotels. The facilities were first rate. Definitely worth a stay if your in the Jimbaran area of Bali.",infinity8 bali,Bali
Yuni,"10,0",Profil ini privat.,It was a nice experience staying here,infinity8 bali,Bali
Wianto,"9,6",03 Jan 2022,"room is spacious and clean, facilities is OK",infinity8 bali,Bali
Taufiq,"10,0",02 Jan 2022,"Beautiful hotel, has good affordable room service for foods. Clean room",infinity8 bali,Bali
Saras,"10,0",24 Dec 2021,"Location is very strategist, the facilities are great and the staff are very helpfull",infinity8 bali,Bali
Queena,"10,0",19 Mar 2020,Great hotel with cheap price n easy access near airport.,infinity8 bali,Bali
Ridwan,"10,0",16 Feb 2020,"Very good hotel is recommended for all travelers and the price is good, the room very comfy",infinity8 bali,Bali
Kurosaki,"10,0",11 Nov 2019,Harga nya worth it bgt tuh fasilitas n servis bener2 bintang 5 keren dahh,infinity8 bali,Bali
Ratna,"10,0",29 Sep 2019,the besttttttttt,infinity8 bali,Bali
Ratna,"10,0",10 Sep 2019,the besttttt,infinity8 bali,Bali
Kervin,"10,0",24 Aug 2019,Great hotel just to rest,infinity8 bali,Bali
Ade,"10,0",Profil ini privat.,"Great hotel, Clean, and full of facilities. Recommended!",infinity8 bali,Bali
Yew,"9,6",10 Jun 2019,"Rooms are clean, buffet breakfast is awesome and staff is friendly and helpful",infinity8 bali,Bali
Uday,"10,0",02 May 2019,Nice hotel with perfect location,infinity8 bali,Bali
neesye,"9,6",10 Feb 2019,Good and clean facilities. The food was great.,infinity8 bali,Bali
Vicktor,"8,8",26 Jan 2019,"Room was clean, staffs are friendly and helpful. I rented 2 room for 2 nights, 1 of the room had an issue with the AC. The front desk staffs quickly called engineering to check the AC, but after 1 hour the engineering staff didn't show up... And my kom had to call the frontdesk once more until the engineering staff come to check... And after around 45 minutes of checking the engineering and administration staffs finally decided to move my mom into a different room which has normal AC. They did a good job! Just a suggestion however, probably in the future please don't let guest wait for too long for checking. Just move the guest directly to a new room and you can check or fix the AC as long as you like. Because it was already 10:30PM and my mom was already tired for the day, and she still had to wait for the engineering staff to check the AC in the room... Overall stay was 7.5/10, if the AC was good 9/10. Thanks",infinity8 bali,Bali
Theresia,"10,0",20 Jan 2019,"Hotel, fasility and staff hotel very good",infinity8 bali,Bali
Liza,"10,0",12 Nov 2018,"All good,thank u infinity8",infinity8 bali,Bali
Jesse,"10,0",23 Oct 2018,Stayed a few nights before departing Bali. We enjoyed the location and the hotel. The breakfast is good and as well.,infinity8 bali,Bali
Дарья,"9,6",23 Sep 2018,"Good hotel.  Clean room, nice stay.  Helpful staff.",infinity8 bali,Bali
Andrean,"10,0",18 Sep 2018,Everything about this hotel just excellent,infinity8 bali,Bali
Xuan,"9,6",16 Jul 2018,"the hotel is clean, price is good, and staff members are friendly.  Rooftop swimming pool closes at 7pm is a bit too early; we did not have chance to use the pool.",infinity8 bali,Bali
made,"10,0",10 Jun 2019,Good at all aspect. Well done 💯,infinity8 bali,Bali
Freddy,"10,0",02 May 2019,"Excellent…., except rosters noice every morning at 5:00 am",infinity8 bali,Bali
kwonil,"10,0",10 Feb 2019,We stayed with good resting ..it was all great with the price,infinity8 bali,Bali
Marceline,"10,0",26 Jan 2019,very reccomend,infinity8 bali,Bali
paulus,"10,0",20 Jan 2019,our favorite hotel in bali,infinity8 bali,Bali
Anand,"8,8",12 Nov 2018,"Pros: 
1) Good location 
2) Good room amenities
3) Courteous staff

Could be improved: 
1) The glass doors of the shower and toilet cubicles need maintenance as they didn't shut completely 

Cons: 
1) Shower and toilet cubicles are directly accessible from the room and the glasses aren't completely opaque. The glass doors didn't shut properly in our room. So if you're staying as a family with your kids in the same room it might be very uncomfortable.",infinity8 bali,Bali
Carlo,"10,0",23 Oct 2018,The staff is very helpful and prompt,infinity8 bali,Bali
Mustaqim,"10,0",23 Sep 2018,Liftny aja syang cuma seblah,infinity8 bali,Bali
Bidan,"10,0",18 Sep 2018,Recommended,infinity8 bali,Bali
Jodi,"8,8",16 Jul 2018,"Lovely hotel, and staff very accommodating. Location is on a busy road and not lots about to walk to. Food is below average and when I ordered a chicken salad and chicken club sandwich both had no chicken in, breakfast was more accommodating for Asia travellers with fish heads being served. More options for international travels would be good. Rooms were small but clean and good for a couple nights. Pool was gorgeous and clean and gym was great",infinity8 bali,Bali
Andrian,"9,2",14 Jul 2018,"Hotelnya bagus, cuman jalan masuk parkir mobilnya agak sempit sih, yg lainnya over all sih best lah..",infinity8 bali,Bali
Kevin,"10,0",08 Jul 2018,Really enjoyed my stay,infinity8 bali,Bali
HIOE,"10,0",24 Jun 2018,cleanliness,infinity8 bali,Bali
Jastine,"8,4",24 Jun 2018,"It was our first time in Bali and we had a great stay here. The staffs are very accommodating with our requests. I guess one thing that I can see improvements is on the extra beds since it was a bit dusty and old so I was kind of scared that it might fall off. Food choices was also good.  Overall, it was an amazing experience we really love the breakfast place which has an spectacular view.",infinity8 bali,Bali
Ronak,"9,2",21 Jun 2018,"A very good 4* like hotel. Well maintained, staff is very nice and helping.

Would recommend, given the dirt cheap price.",infinity8 bali,Bali
David,"9,2",20 Jun 2018,Full buffet breakfast and staff was super friendly and helpful. Close to the airport. Room had a slight smell but it wasn’t too bad. Would stay again for that price.,infinity8 bali,Bali
Budi,"9,2",19 Jun 2018,"Nice hotel with good price, clean, comfortable and friendly staff.",infinity8 bali,Bali
Sua,"9,2",15 Jun 2018,"If the AC was fixed in the gym, they would have received a 5 🌟 star review.  Great value for your money.",infinity8 bali,Bali
aznah,"10,0",10 Jun 2018,Will stay here again recommend,infinity8 bali,Bali
saurabh,"8,8",02 Jun 2018,"Room size is small but the design of room is really amazing and feels very modern.
Swimming pool is amazing.
Breakfast was also very good and very cost effictive at 70k idr.
It is on highway, so no markets nearby.
My wife really liked the balinese spa here.",infinity8 bali,Bali
Gusti,"10,0",14 Jul 2018,terbaik lah pokoknya,infinity8 bali,Bali
Putu,"9,6",08 Jul 2018,Close to Jimbaran hospital,infinity8 bali,Bali
Robby,"9,2",24 Jun 2018,"Everything is beyond my expectations. Very nice decor, service and facilities. Feel bad this hotel is empty because of the pandemic.",infinity8 bali,Bali
vera,"8,8",24 Jun 2018,"The room was so cozy, simple and neat. It has a big cabinet with 2 extra pillows in it, unlike other hotels. I super love the bed... The softness of the mattress, pillows and bedcover's fluffiness just perfect. The roof top pools were ok.",infinity8 bali,Bali
shanty,"10,0",21 Jun 2018,top & recomended,infinity8 bali,Bali
Precious,"10,0",20 Jun 2018,Unli coffee and water. Accomodating staff,infinity8 bali,Bali
Jhely,"9,2",19 Jun 2018,"Thankyou agoda n infinity
Best hotel",infinity8 bali,Bali
Muhammad,"8,8",15 Jun 2018,"Was clean throughout my 4N stays. No complain at all, except maybe its weird that, no bidet?",infinity8 bali,Bali
M,"9,2",10 Jun 2018,The rooms were really clean and beds were comfortable.,infinity8 bali,Bali
Patricia,"8,8",02 Jun 2018,"Nice hotel, great staff. Recommended",infinity8 bali,Bali
soujanya,"8,8",26 May 2018,This is a very beautiful hotel with good amenities,infinity8 bali,Bali
Wijaya,"8,4",11 May 2018,Great hotel and good value for solo traveler. Clean hotel and has big pool on rooftop.,infinity8 bali,Bali
karina,"8,8",06 May 2018,new hotel with big swimming pool at rooftop,infinity8 bali,Bali
Sri,"9,2",02 May 2018,Semua bagus cuma pengering rambut aja yg ga panas,infinity8 bali,Bali
Huseyin,"8,8",01 May 2018,"Staff is very helpful and smiling. Value for money is very good. We suggest here to all. The only missing point is, no breakfast for children in the room cost. You have to pay extra",infinity8 bali,Bali
Khoa,"9,2",Profil ini privat.,nice place,infinity8 bali,Bali
Khawaja,"8,4",20 Apr 2018,"Staff was very friendly and welcoming. Room was clean.  Good food. Breakfast was okay. Mcdonalds and kfc nearby. Muslim showersin the washroom. Nice rooftop restaurant and poool. Sheesha(hookah available). Free shuttle to 3 local destinations. Had valentines dinner here which was pretty nice. 
Would definitely recommend and stay here again!",infinity8 bali,Bali
Vanessa,"8,4",11 Apr 2018,The place is very nice and quite which I love.  The have nice pool but didn't get a chance to swim due to my schedule.,infinity8 bali,Bali
Оксана,"8,0",15 Mar 2018,"Good city hotel, good located, good breakfast with Asian and Europe  food , good gym and swimming pool. Room not big, but clean.",infinity8 bali,Bali
Samira,"8,4",15 Mar 2018,"We took a room me and my fiend and it was just wow extra clean, the stuff were extremely professional smiley and kind, also the place its Just wonderful the swimming pool is the est thing, except the problem with the dore I wish they fixed it everything was perfect but if u want to go outside it's not realy an option there is just some rastaurant around.",infinity8 bali,Bali
Justisia,"8,8",26 May 2018,Nice breakfast and get free dinner,infinity8 bali,Bali
Vo,"8,0",11 May 2018,"We come with alot luggage but no bellman or any staft guide us when the trolley or advice anything, we just do it by my seft, aother one room or facility is good",infinity8 bali,Bali
Budi,"8,0",06 May 2018,"Got room no view , seems like inside the box, pls ask the receptionist for room with at least city view",infinity8 bali,Bali
Justine,"8,0",02 May 2018,"The location is a great base which we discovered a month into our trip! Kuta is only a 20 minute drive away and very affordable with the online taxi apps. 

Uluwatu is also accessible and so is Nusa Dua which makes for a lovely day out. Infinity 8 also offer a free shuttle service to Nusa Dua (Bali collection) and the infinity beach pool which is a nice touch. No other hotel that we stayed at offered a shuttle like this.

Negative to the stay was the restaurant staff who seem to be very thin on the ground and so service was poor. There were long periods where no one was available for service in the downstairs restaurant and food took over an hour to arrive one evening despite it being empty!",infinity8 bali,Bali
Rachana,"8,0",01 May 2018,Had a good stay and enjoyed our trip.,infinity8 bali,Bali
Delvin,"7,6",Profil ini privat.,"We had to carry our own luggages to the lobby. Other than that, everything else was great, gym was really good.",infinity8 bali,Bali
Juli,"8,0",20 Apr 2018,The basement parking space is narrow to enter. Everything is okay,infinity8 bali,Bali
Sinta,"6,8",11 Apr 2018,"Reading the reviews I expected a bit more !
The room is dark with no natural light, and not enough light sources that I was worried to unpack anything in case I would leave things behind due to poor visibility.
In the night I was so hot and wanted to open the window and having a bit of claustrophobia when realising that they are locked and not able to open - plus all leading to the hallway with no natural light .
The breakfast has a good selection, there is a small gym also and a lovely pool - it has been raining non stop since we arrived so we didn’t get to enjoy those.
Staff at the reception is lovely",infinity8 bali,Bali
ikka,"8,0",15 Mar 2018,"The room was comfort, there are 1 pool and really enjoy the rooftop...next will stay again",infinity8 bali,Bali
Didem,"6,8",15 Mar 2018,"For this price in Bali I think it is a good hotel but my biggest problem in the hotel was cleanliness. And I do not recommend to order from room service either. It is next to a main street so it was also loud sometimes. And they only give bath towel, no face or hand towel. They also don't give shampoo or conditioner, when I ask for it they said it is 3 in 1 so there was basically just one shower gel which you need to use for everything. Staff was nice.",infinity8 bali,Bali
NYOMAN,"8,0",17 Feb 2018,bersih dan nyaman,infinity8 bali,Bali
